"No.","Time","Source","Destination","Protocol","Length","Info"
"230","18.260476","192.168.86.228","104.18.2.64","TCP","55","49958  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"231","18.263172","18.165.83.30","192.168.86.228","TCP","66","443  >  49957 [ACK] Seq=1 Ack=2 Win=144 Len=0 SLE=1 SRE=2"
"232","18.264503","23.49.189.95","192.168.86.228","TCP","66","443  >  49956 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"233","18.275600","104.18.2.64","192.168.86.228","TCP","66","443  >  49958 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"234","18.308712","192.168.86.72","224.0.0.251","MDNS","382","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"235","18.309216","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","402","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"236","18.340235","192.168.86.228","104.18.3.64","TCP","55","49960  >  443 [ACK] Seq=1 Ack=1 Win=1024 Len=1 [TCP segment of a reassembled PDU]"
"237","18.355667","104.18.3.64","192.168.86.228","TCP","66","443  >  49960 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"238","18.465985","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"239","18.512964","Apple_80:8d:bc","Broadcast","ARP","42","ARP Announcement for 192.168.86.72"
"240","18.527860","192.168.86.228","54.90.18.62","TCP","55","49961  >  443 [ACK] Seq=1 Ack=1 Win=1024 Len=1 [TCP segment of a reassembled PDU]"
"241","18.543090","192.168.86.228","44.208.75.157","TCP","55","49962  >  443 [ACK] Seq=1 Ack=1 Win=1024 Len=1 [TCP segment of a reassembled PDU]"
"242","18.544774","54.90.18.62","192.168.86.228","TCP","66","443  >  49961 [ACK] Seq=1 Ack=2 Win=250 Len=0 SLE=1 SRE=2"
"243","18.567350","44.208.75.157","192.168.86.228","TCP","66","443  >  49962 [ACK] Seq=1 Ack=2 Win=125 Len=0 SLE=1 SRE=2"
"244","18.588354","192.168.86.228","162.159.136.234","TLSv1.2","108","Application Data"
"245","18.588820","192.168.86.228","162.159.137.234","TLSv1.2","115","Application Data"
"246","18.603949","162.159.137.234","192.168.86.228","TCP","54","443  >  64656 [ACK] Seq=58 Ack=295 Win=8 Len=0"
"247","18.620999","162.159.136.234","192.168.86.228","TLSv1.2","88","Application Data"
"248","18.647965","162.159.137.234","192.168.86.228","TLSv1.2","111","Application Data"
"249","18.666514","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=335 Win=1026 Len=0"
"250","18.698171","192.168.86.228","162.159.137.234","TCP","54","64656  >  443 [ACK] Seq=295 Ack=115 Win=1027 Len=0"
"251","18.751760","172.217.215.95","192.168.86.228","TLSv1.2","414","Application Data"
"252","18.751924","192.168.86.228","172.217.215.95","TLSv1.2","89","Application Data"
"253","18.751987","192.168.86.228","172.217.215.95","TLSv1.2","89","Application Data"
"254","18.768821","172.217.215.95","192.168.86.228","TCP","54","443  >  49763 [ACK] Seq=1478 Ack=494 Win=489 Len=0"
"255","18.796023","192.168.86.228","66.22.206.17","RTCP","102","Sender Report   "
"256","18.837780","192.168.86.228","52.23.55.114","TCP","55","49963  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1 [TCP segment of a reassembled PDU]"
"257","18.853764","52.23.55.114","192.168.86.228","TCP","66","443  >  49963 [ACK] Seq=1 Ack=2 Win=428 Len=0 SLE=1 SRE=2"
"258","19.127641","192.168.86.146","224.0.0.5","UDP","319","4242  >  4242 Len=277"
"259","19.285858","192.168.86.228","35.201.119.151","TCP","55","49859  >  443 [ACK] Seq=1 Ack=1 Win=1020 Len=1 [TCP segment of a reassembled PDU]"
"260","19.301362","35.201.119.151","192.168.86.228","TCP","66","443  >  49859 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"261","19.466805","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"262","19.769125","162.159.136.234","192.168.86.228","TLSv1.2","101","Application Data"
"263","19.810969","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=382 Win=1026 Len=0"
"264","19.946486","fe80::14a4:bee9:1dad:1161","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"265","19.946968","192.168.86.72","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"266","19.947410","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"267","19.949607","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"268","20.048966","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"269","20.049627","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"270","20.465980","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"271","20.561587","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QU"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question ANY erin._mediaremotetv._tcp.local, ""QU"" question ANY erin._airplay._tcp.local, ""QU"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QU"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QU"" question ANY erin.local, ""QU"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"272","20.562509","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QU"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question ANY erin._mediaremotetv._tcp.local, ""QU"" question ANY erin._airplay._tcp.local, ""QU"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QU"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QU"" question ANY erin.local, ""QU"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"273","20.663697","192.168.86.72","224.0.0.251","MDNS","136","Standard query response 0x0000 TXT OPT"
"274","20.663864","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","156","Standard query response 0x0000 TXT OPT"
"275","20.868818","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"276","20.869443","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"277","21.073280","192.168.86.1","224.0.0.251","MDNS","86","Standard query 0x0b24 PTR 64.86.168.192.in-addr.arpa, ""QM"" question"
"278","21.073410","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"279","21.073946","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"280","21.074696","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"281","21.075895","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"282","21.075902","192.168.86.228","66.22.206.17","UDP","50","58999  >  50022 Len=8"
"283","21.091049","66.22.206.17","192.168.86.228","UDP","50","50022  >  58999 Len=8"
"284","21.176028","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"285","21.176340","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
"286","21.278359","192.168.86.72","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"287","21.278780","192.168.86.72","224.0.0.251","MDNS","311","Standard query response 0x0000 PTR _companion-link._tcp.local TXT PTR _homekit._tcp.local PTR _mediaremotetv._tcp.local PTR _airplay._tcp.local PTR _raop._tcp.local PTR _sleep-proxy._udp.local OPT"
"288","21.278931","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","331","Standard query response 0x0000 PTR _companion-link._tcp.local TXT PTR _homekit._tcp.local PTR _mediaremotetv._tcp.local PTR _airplay._tcp.local PTR _raop._tcp.local PTR _sleep-proxy._udp.local OPT"
"289","21.382109","192.168.86.72","224.0.0.251","MDNS","1488","Standard query response 0x0000 TXT, cache flush PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR erin._airplay._tcp.local TXT, cache flush PTR C869CD808DBE@erin._raop._tcp.local OPT"
"290","21.384262","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1508","Standard query response 0x0000 TXT, cache flush PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR erin._airplay._tcp.local TXT, cache flush PTR C869CD808DBE@erin._raop._tcp.local OPT"
"291","21.384768","192.168.86.72","224.0.0.251","MDNS","304","Standard query response 0x0000 SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"292","21.385375","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","324","Standard query response 0x0000 SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"293","21.467930","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"294","21.669934","192.168.86.228","66.22.206.17","RTCP","102","Sender Report   "
"295","21.687330","192.168.86.72","224.0.0.251","MDNS","136","Standard query response 0x0000 TXT OPT"
"296","21.687800","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","156","Standard query response 0x0000 TXT OPT"
"297","21.994714","fe80::14a4:bee9:1dad:1161","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"298","22.303968","192.168.86.72","224.0.0.251","MDNS","1487","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"299","22.306039","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1507","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"300","22.306828","192.168.86.72","224.0.0.251","MDNS","430","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"301","22.307640","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","450","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"302","22.466892","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"303","22.917427","192.168.86.72","224.0.0.251","MDNS","870","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"304","22.918614","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","890","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"305","23.018657","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"306","23.019306","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"307","23.326323","192.168.86.64","192.168.86.255","UDP","310","52287  >  20002 Len=268"
"308","23.466143","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"309","23.941480","192.168.86.72","224.0.0.251","MDNS","870","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"310","23.942668","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","890","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"311","24.063509","104.26.6.220","192.168.86.228","TLSv1.2","81","Application Data"
"312","24.064085","192.168.86.228","104.26.6.220","TLSv1.2","85","Application Data"
"313","24.078185","104.26.6.220","192.168.86.228","TCP","54","443  >  65526 [ACK] Seq=55 Ack=63 Win=8 Len=0"
"314","24.145579","192.168.86.146","224.0.0.5","UDP","319","4242  >  4242 Len=277"
"315","24.145579","192.168.86.72","224.0.0.251","MDNS","271","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"316","24.146269","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","291","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"317","24.351469","192.168.86.72","224.0.0.251","MDNS","1213","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 NSEC, cache flush erin._companion-link._tcp.local NSEC, cache flush 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local NSEC, cache flush erin._mediaremotetv._tcp.local NSEC, cache flush 70-35-60-63.1 erin._sleep-proxy._udp.local NSEC, cache flush erin.local OPT"
"318","24.353101","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1233","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 NSEC, cache flush erin._companion-link._tcp.local NSEC, cache flush 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local NSEC, cache flush erin._mediaremotetv._tcp.local NSEC, cache flush 70-35-60-63.1 erin._sleep-proxy._udp.local NSEC, cache flush erin.local OPT"
"319","24.475768","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"320","24.802962","162.159.136.234","192.168.86.228","TLSv1.2","101","Application Data"
"321","24.855735","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=429 Win=1026 Len=0"
"322","25.169655","192.168.86.72","224.0.0.251","MDNS","382","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"323","25.170249","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","402","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"324","25.374256","Apple_80:8d:bc","Broadcast","ARP","42","ARP Announcement for 192.168.86.72"
"325","25.466679","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"326","26.075993","192.168.86.228","66.22.206.17","UDP","50","58999  >  50022 Len=8"
"327","26.090956","66.22.206.17","192.168.86.228","UDP","50","50022  >  58999 Len=8"
"328","26.345549","192.168.86.228","185.199.108.133","TCP","55","49838  >  443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"329","26.360689","185.199.108.133","192.168.86.228","TCP","66","443  >  49838 [ACK] Seq=1 Ack=2 Win=339 Len=0 SLE=1 SRE=2"
"330","26.378988","192.168.86.228","66.22.206.17","RTCP","102","Sender Report   "
"331","26.471307","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"332","26.548165","35.244.233.98","192.168.86.228","TLSv1.2","127","Application Data"
"333","26.548395","192.168.86.228","35.244.233.98","TCP","54","49770  >  443 [FIN, ACK] Seq=2 Ack=74 Win=4103 Len=0"
"334","26.564749","35.244.233.98","192.168.86.228","TCP","54","443  >  49770 [FIN, ACK] Seq=74 Ack=3 Win=290 Len=0"
"335","26.564778","192.168.86.228","35.244.233.98","TCP","54","49770  >  443 [ACK] Seq=3 Ack=75 Win=4103 Len=0"
"336","26.807560","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"337","26.808239","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"338","26.808868","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
